station,unit,start,finish,grams,wingband,seconds
WH201,5,14/11/2016 08:37:59,14/11/2016 08:38:15,-00026.00,3791143601363,000016
WH201,2,14/11/2016 08:38:21,14/11/2016 08:40:07,-00047.00,3791146701528,000106
WH201,4,14/11/2016 08:38:30,14/11/2016 08:39:31,-00021.00,3791143631048,000061
WH201,5,14/11/2016 08:38:39,14/11/2016 08:40:13,-00050.00,3791143631640,000094
WH201,6,14/11/2016 08:39:16,14/11/2016 08:39:54,-00011.00,3791152951401,000038
WH201,3,14/11/2016 08:39:37,14/11/2016 08:40:39,-00046.00,3791143601639,000062
WH201,6,14/11/2016 08:40:04,14/11/2016 08:40:38,-00015.00,3791149861203,000034
WH201,1,14/11/2016 08:40:15,14/11/2016 08:40:40,-00011.00,3791152941101,000025
WH201,2,14/11/2016 08:40:24,14/11/2016 08:40:59,-00001.00,3791143621038,000035
WH201,4,14/11/2016 08:40:24,14/11/2016 08:41:01,-00032.00,3791143621041,000037
WH201,5,14/11/2016 08:40:29,14/11/2016 08:41:00,-00037.00,3791152951401,000031
WH201,3,14/11/2016 08:41:08,14/11/2016 08:41:28,-00019.00,3791143601363,000020
WH201,5,14/11/2016 08:41:27,14/11/2016 08:41:46,-00027.00,3791143621264,000019
WH201,4,14/11/2016 08:41:44,14/11/2016 08:42:23,-00008.00,3791143631640,000039
WH201,2,14/11/2016 08:41:44,14/11/2016 08:43:12,-00037.00,3791146701631,000088
WH201,3,14/11/2016 08:41:47,14/11/2016 08:42:29,-00017.00,3791152901702,000042
WH201,6,14/11/2016 08:41:51,14/11/2016 08:44:56,-00049.00,3791143601751,000185
WH201,7,14/11/2016 08:42:11,14/11/2016 08:45:16,-00095.00,3791149861203,000185
WH201,4,14/11/2016 08:42:31,14/11/2016 08:43:21,-00042.00,3791149801716,000050
WH201,3,14/11/2016 08:43:03,14/11/2016 08:43:30,-00017.00,3791143621264,000027
WH201,2,14/11/2016 08:43:24,14/11/2016 08:45:08,-00037.00,3791143631640,000104
WH201,5,14/11/2016 08:43:56,14/11/2016 08:44:36,-00030.00,3791146701441,000040
WH201,3,14/11/2016 08:43:57,14/11/2016 08:46:00,-00050.00,3791152901702,000123
WH201,4,14/11/2016 08:44:30,14/11/2016 08:44:54,-00013.00,3791143651047,000024
WH201,1,14/11/2016 08:44:48,14/11/2016 08:45:59,-00049.00,3791146741131,000071
WH201,5,14/11/2016 08:44:49,14/11/2016 08:45:19,-00026.00,3791149861015,000030
WH201,4,14/11/2016 08:45:05,14/11/2016 08:46:21,-00036.00,3791143651047,000076
WH201,2,14/11/2016 08:45:18,14/11/2016 08:45:59,-00028.00,3791149831222,000041
WH201,6,14/11/2016 08:45:35,14/11/2016 08:45:56,-00011.00,3791143641140,000021
WH201,5,14/11/2016 08:45:43,14/11/2016 08:45:57,-00014.00,3791152931001,000014
WH201,5,14/11/2016 08:46:00,14/11/2016 08:46:09,-00006.00,3791152931001,000009
WH201,3,14/11/2016 08:46:02,14/11/2016 08:48:07,-00040.00,3791152901702,000125
WH201,5,14/11/2016 08:46:22,14/11/2016 08:47:56,-00097.00,3791146741532,000094
WH201,6,14/11/2016 08:46:29,14/11/2016 08:46:38,-00002.00,3791146741130,000009
WH201,7,14/11/2016 08:46:53,14/11/2016 08:47:58,-00034.00,3791146701631,000065
WH201,6,14/11/2016 08:46:58,14/11/2016 08:47:10,-00003.00,3791146741130,000012
WH201,6,14/11/2016 08:47:17,14/11/2016 08:47:31,-00004.00,3791146761630,000014
WH201,2,14/11/2016 08:47:32,14/11/2016 08:48:25,-00021.00,3791152941101,000053
WH201,4,14/11/2016 08:47:41,14/11/2016 08:48:22,-00025.00,3791143651047,000041
WH201,1,14/11/2016 08:48:04,14/11/2016 08:50:33,-00041.00,3791146741130,000149
WH201,6,14/11/2016 08:48:11,14/11/2016 08:50:24,-00078.00,3791146761331,000133
WH201,2,14/11/2016 08:48:48,14/11/2016 08:49:19,-00022.00,3791152941101,000031
WH201,3,14/11/2016 08:48:54,14/11/2016 08:49:52,-00050.00,3791149841110,000058
WH201,2,14/11/2016 08:49:27,14/11/2016 08:50:06,-00018.00,3791152931001,000039
WH201,2,14/11/2016 08:50:30,14/11/2016 08:51:23,-00025.00,3791152931001,000053
WH201,3,14/11/2016 08:50:32,14/11/2016 08:50:51,-00015.00,3791143651237,000019
WH201,5,14/11/2016 08:50:34,14/11/2016 08:56:32,-00153.00,3791143641645,000358
WH201,4,14/11/2016 08:50:45,14/11/2016 08:51:44,-00041.00,3791152901401,000059
WH201,3,14/11/2016 08:50:52,14/11/2016 08:52:39,-00071.00,3791143651237,000107
WH201,7,14/11/2016 08:50:55,14/11/2016 08:51:17,-00009.00,3791152931701,000022
WH201,1,14/11/2016 08:50:56,14/11/2016 08:51:24,-00015.00,3791143641646,000028
WH201,7,14/11/2016 08:51:17,14/11/2016 08:51:56,-00018.00,3791152931701,000039
WH201,2,14/11/2016 08:51:55,14/11/2016 08:53:40,-00034.00,3791146761630,000105
WH201,7,14/11/2016 08:51:58,14/11/2016 08:52:15,-00007.00,3791152931701,000017
WH201,4,14/11/2016 08:51:59,14/11/2016 08:53:39,-00036.00,3791152901702,000100
WH201,7,14/11/2016 08:52:27,14/11/2016 08:53:07,-00012.00,3791143601747,000040
WH201,3,14/11/2016 08:52:40,14/11/2016 08:53:39,-00029.00,3791143651237,000059
WH201,2,14/11/2016 08:53:41,14/11/2016 08:54:49,-00022.00,3791146761630,000068
WH201,6,14/11/2016 08:53:55,14/11/2016 08:55:44,-00036.00,3791143601747,000109
WH201,4,14/11/2016 08:55:07,14/11/2016 08:55:43,-00016.00,3791152901102,000036
WH201,3,14/11/2016 08:55:12,14/11/2016 08:56:15,-00039.00,3791143611039,000063
WH201,7,14/11/2016 08:56:10,14/11/2016 08:56:39,-00009.00,3791152901204,000029
WH201,6,14/11/2016 08:56:14,14/11/2016 08:57:55,-00032.00,3791146701631,000101
WH201,2,14/11/2016 08:56:15,14/11/2016 08:56:36,-00010.00,3791152901401,000021
WH201,4,14/11/2016 08:56:53,14/11/2016 08:57:40,-00038.00,3791152901102,000047
WH201,5,14/11/2016 08:57:52,14/11/2016 08:58:14,-00007.00,3791149861010,000022
WH201,6,14/11/2016 08:58:02,14/11/2016 08:59:45,-00040.00,3791146701631,000103
WH201,2,14/11/2016 08:58:43,14/11/2016 08:59:09,-00029.00,3791152901102,000026
WH201,2,14/11/2016 08:59:35,14/11/2016 09:00:25,-00010.00,3791146741704,000050
WH201,3,14/11/2016 08:59:42,14/11/2016 08:59:57,-00002.00,3791143621038,000015
WH201,3,14/11/2016 09:00:00,14/11/2016 09:00:11,-00002.00,3791143621038,000011
WH201,4,14/11/2016 09:00:07,14/11/2016 09:00:23,-00025.00,3791152921503,000016
WH201,2,14/11/2016 09:00:32,14/11/2016 09:00:49,-00002.00,3791146741704,000017
WH201,5,14/11/2016 09:00:51,14/11/2016 09:01:33,-00034.00,3791149811115,000042
WH201,2,14/11/2016 09:01:55,14/11/2016 09:02:37,-00005.00,3791146741704,000042
WH201,5,14/11/2016 09:02:01,14/11/2016 09:05:30,-00139.00,3791146741030,000209
WH201,6,14/11/2016 09:02:27,14/11/2016 09:03:18,-00012.00,3791152941403,000051
WH201,6,14/11/2016 09:03:31,14/11/2016 09:03:59,-00011.00,3791146721137,000028
WH201,2,14/11/2016 09:03:37,14/11/2016 09:03:58,-00011.00,3791149861014,000021
WH201,3,14/11/2016 09:03:50,14/11/2016 09:04:32,-00013.00,3791149811115,000042
WH201,4,14/11/2016 09:04:05,14/11/2016 09:04:53,-00031.00,3791152901204,000048
WH201,1,14/11/2016 09:04:22,14/11/2016 09:05:52,-00028.00,3791146741701,000090
WH201,2,14/11/2016 09:04:33,14/11/2016 09:05:24,-00039.00,3791143601447,000051
WH201,4,14/11/2016 09:05:28,14/11/2016 09:07:07,-00067.00,3791152941601,000099
WH201,2,14/11/2016 09:05:29,14/11/2016 09:06:17,-00025.00,3791143601447,000048
WH201,7,14/11/2016 09:05:37,14/11/2016 09:06:24,-00024.00,3791152911501,000047
WH201,6,14/11/2016 09:05:56,14/11/2016 09:07:33,-00044.00,3791149801713,000097
WH201,2,14/11/2016 09:06:21,14/11/2016 09:07:26,-00022.00,3791143601447,000065
WH201,7,14/11/2016 09:06:36,14/11/2016 09:06:51,-00005.00,3791152901401,000015
WH201,7,14/11/2016 09:07:23,14/11/2016 09:07:56,-00017.00,3791149861015,000033
WH201,2,14/11/2016 09:07:35,14/11/2016 09:08:11,-00021.00,3791143651047,000036
WH201,7,14/11/2016 09:08:12,14/11/2016 09:08:24,-00011.00,3791146741035,000012
WH201,2,14/11/2016 09:08:13,14/11/2016 09:09:08,-00018.00,3791143651047,000055
WH201,3,14/11/2016 09:08:15,14/11/2016 09:08:45,-00005.00,3791152941403,000030
WH201,4,14/11/2016 09:08:15,14/11/2016 09:08:50,-00016.00,3791149861014,000035
WH201,6,14/11/2016 09:08:37,14/11/2016 09:08:57,-00023.00,3791146741035,000020
WH201,4,14/11/2016 09:09:01,14/11/2016 09:10:58,-00081.00,3791149861015,000117
WH201,5,14/11/2016 09:09:08,14/11/2016 09:10:50,-00093.00,3791152911501,000102
WH201,2,14/11/2016 09:09:36,14/11/2016 09:10:09,-00022.00,3791143651047,000033
WH201,2,14/11/2016 09:10:12,14/11/2016 09:10:37,-00008.00,3791143651047,000025
WH201,1,14/11/2016 09:10:33,14/11/2016 09:11:16,-00006.00,3791146741237,000043
WH201,6,14/11/2016 09:10:56,14/11/2016 09:12:23,-00052.00,3791152961201,000087
WH201,5,14/11/2016 09:11:34,14/11/2016 09:13:36,-00110.00,3791146701527,000122
WH201,2,14/11/2016 09:11:42,14/11/2016 09:11:51,-00002.00,3791146741701,000009
WH201,3,14/11/2016 09:11:53,14/11/2016 09:13:25,-00043.00,3791149861710,000092
WH201,4,14/11/2016 09:12:21,14/11/2016 09:12:39,-00005.00,3791149801517,000018
WH201,6,14/11/2016 09:12:51,14/11/2016 09:13:04,-00002.00,3791149811116,000013
WH201,6,14/11/2016 09:13:13,14/11/2016 09:13:46,-00028.00,3791143621261,000033
WH201,4,14/11/2016 09:13:16,14/11/2016 09:13:26,-00006.00,3791152961201,000010
WH201,3,14/11/2016 09:13:34,14/11/2016 09:14:49,-00037.00,3791152941402,000075
WH201,4,14/11/2016 09:13:51,14/11/2016 09:14:54,-00031.00,3791149851118,000063
WH201,5,14/11/2016 09:14:31,14/11/2016 09:15:14,-00024.00,3791143621261,000043
WH201,3,14/11/2016 09:15:10,14/11/2016 09:15:42,-00017.00,3791152941402,000032
WH201,5,14/11/2016 09:16:16,14/11/2016 09:17:40,-00028.00,3791152951001,000084
WH201,4,14/11/2016 09:17:01,14/11/2016 09:17:16,-00003.00,3791152941402,000015
WH201,4,14/11/2016 09:17:36,14/11/2016 09:18:14,-00034.00,3791146761529,000038
WH201,5,14/11/2016 09:17:44,14/11/2016 09:20:29,-00060.00,3791152951001,000165
WH201,3,14/11/2016 09:18:08,14/11/2016 09:18:49,-00019.00,3791152951402,000041
WH201,2,14/11/2016 09:18:42,14/11/2016 09:19:42,-00045.00,3791146761529,000060
WH201,2,14/11/2016 09:19:45,14/11/2016 09:21:38,-00063.00,3791146761529,000113
WH201,4,14/11/2016 09:20:48,14/11/2016 09:21:16,-00024.00,3791149831014,000028
WH201,3,14/11/2016 09:20:49,14/11/2016 09:21:13,-00014.00,3791143621264,000024
WH201,4,14/11/2016 09:21:31,14/11/2016 09:23:37,-00108.00,3791149831014,000126
WH201,3,14/11/2016 09:22:09,14/11/2016 09:23:39,-00052.00,3791146741623,000090
WH201,6,14/11/2016 09:22:18,14/11/2016 09:23:26,-00038.00,3791149801716,000068
WH201,5,14/11/2016 09:22:48,14/11/2016 09:23:35,-00018.00,3791152911203,000047
WH201,7,14/11/2016 09:23:19,14/11/2016 09:25:41,-00040.00,3791146741701,000142
WH201,2,14/11/2016 09:23:31,14/11/2016 09:23:53,-00008.00,3791152941101,000022
WH201,5,14/11/2016 09:23:38,14/11/2016 09:24:08,-00020.00,3791152911203,000030
WH201,3,14/11/2016 09:24:25,14/11/2016 09:25:58,-00040.00,3791152941101,000093
WH201,6,14/11/2016 09:24:29,14/11/2016 09:24:53,-00014.00,3791149811115,000024
WH201,5,14/11/2016 09:24:39,14/11/2016 09:24:57,-00012.00,3791152941402,000018
WH201,8,14/11/2016 09:24:45,14/11/2016 09:25:17,-00014.00,3791146761329,000032
WH201,2,14/11/2016 09:25:08,14/11/2016 09:25:40,-00025.00,3791146741623,000032
WH201,6,14/11/2016 09:25:10,14/11/2016 09:25:32,-00015.00,3791152911203,000022
WH201,5,14/11/2016 09:25:34,14/11/2016 09:26:12,-00039.00,3791143621041,000038
WH201,7,14/11/2016 09:25:46,14/11/2016 09:26:55,-00024.00,3791146741701,000069
WH201,2,14/11/2016 09:25:56,14/11/2016 09:26:47,-00032.00,3791149801716,000051
WH201,4,14/11/2016 09:26:20,14/11/2016 09:26:45,-00012.00,3791152941101,000025
WH201,5,14/11/2016 09:26:24,14/11/2016 09:26:46,-00011.00,3791152911203,000022
WH201,1,14/11/2016 09:26:43,14/11/2016 09:27:22,-00004.00,3791149811409,000039
WH201,6,14/11/2016 09:26:44,14/11/2016 09:27:58,-00031.00,3791143651044,000074
WH201,3,14/11/2016 09:26:53,14/11/2016 09:27:17,-00015.00,3791152941402,000024
WH201,4,14/11/2016 09:27:05,14/11/2016 09:27:47,-00025.00,3791152941101,000042
WH201,5,14/11/2016 09:27:11,14/11/2016 09:27:46,-00020.00,3791149851121,000035
WH201,1,14/11/2016 09:27:23,14/11/2016 09:29:10,-00010.00,3791149811409,000107
WH201,2,14/11/2016 09:27:42,14/11/2016 09:27:53,-00008.00,3791152961005,000011
WH201,7,14/11/2016 09:28:04,14/11/2016 09:28:30,-00006.00,3791146701229,000026
WH201,2,14/11/2016 09:28:05,14/11/2016 09:28:14,-00004.00,3791152941402,000009
WH201,5,14/11/2016 09:28:33,14/11/2016 09:29:33,-00052.00,3791146701529,000060
WH201,6,14/11/2016 09:29:02,14/11/2016 09:29:18,-00020.00,3791152921503,000016
WH201,1,14/11/2016 09:29:20,14/11/2016 09:30:39,-00014.00,3791146741237,000079
WH201,7,14/11/2016 09:29:34,14/11/2016 09:30:55,-00019.00,3791146701229,000081
WH201,6,14/11/2016 09:29:51,14/11/2016 09:32:38,-00092.00,3791149841110,000167
WH201,5,14/11/2016 09:29:54,14/11/2016 09:30:17,-00017.00,3791146701529,000023
WH201,4,14/11/2016 09:30:45,14/11/2016 09:34:36,-00066.00,3791149811409,000231
WH201,3,14/11/2016 09:30:54,14/11/2016 09:31:34,-00018.00,3791146761331,000040
WH201,5,14/11/2016 09:31:25,14/11/2016 09:35:11,-00092.00,3791143601751,000226
WH201,2,14/11/2016 09:32:51,14/11/2016 09:33:21,-00005.00,3791152901701,000030
WH201,1,14/11/2016 09:33:06,14/11/2016 09:33:28,-00005.00,3791152951401,000022
WH201,6,14/11/2016 09:33:16,14/11/2016 09:35:15,-00054.00,3791143601747,000119
WH201,7,14/11/2016 09:33:36,14/11/2016 09:35:20,-00065.00,3791146741030,000104
WH201,2,14/11/2016 09:33:43,14/11/2016 09:35:19,-00069.00,3791146741131,000096
WH201,1,14/11/2016 09:33:52,14/11/2016 09:35:27,-00024.00,3791152951401,000095
WH201,3,14/11/2016 09:34:20,14/11/2016 09:34:37,-00002.00,3791149831014,000017
WH201,4,14/11/2016 09:34:38,14/11/2016 09:35:45,-00014.00,3791149811409,000067
WH201,5,14/11/2016 09:35:13,14/11/2016 09:36:54,-00037.00,3791143601751,000101
WH201,6,14/11/2016 09:35:20,14/11/2016 09:36:00,-00010.00,3791143601747,000040
WH201,2,14/11/2016 09:35:38,14/11/2016 09:36:14,-00027.00,3791143641447,000036
WH201,4,14/11/2016 09:35:46,14/11/2016 09:36:26,-00011.00,3791149811409,000040
WH201,7,14/11/2016 09:36:08,14/11/2016 09:36:54,-00022.00,3791143601363,000046
WH201,4,14/11/2016 09:36:29,14/11/2016 09:37:11,-00009.00,3791149811409,000042
WH201,2,14/11/2016 09:36:45,14/11/2016 09:38:41,-00039.00,3791149801309,000116
WH201,6,14/11/2016 09:36:54,14/11/2016 09:37:49,-00028.00,3791152951402,000055
WH201,7,14/11/2016 09:36:54,14/11/2016 09:37:22,-00003.00,3791143601363,000028
WH201,4,14/11/2016 09:37:16,14/11/2016 09:38:07,-00011.00,3791149811409,000051
WH201,7,14/11/2016 09:37:37,14/11/2016 09:38:16,-00030.00,3791152901102,000039
WH201,6,14/11/2016 09:37:55,14/11/2016 09:39:44,-00047.00,3791152951006,000109
WH201,2,14/11/2016 09:38:42,14/11/2016 09:39:32,-00011.00,3791149801309,000050
WH201,4,14/11/2016 09:38:52,14/11/2016 09:39:49,-00007.00,3791149811409,000057
WH201,7,14/11/2016 09:39:43,14/11/2016 09:40:45,-00066.00,3791149811621,000062
WH201,6,14/11/2016 09:39:54,14/11/2016 09:40:03,-00004.00,3791149851121,000009
WH201,4,14/11/2016 09:40:10,14/11/2016 09:41:19,-00012.00,3791149811409,000069
WH201,3,14/11/2016 09:44:59,14/11/2016 09:45:42,-00024.00,3791149861710,000043
WH201,4,14/11/2016 09:45:13,14/11/2016 09:45:53,-00022.00,3791143641140,000040
WH201,4,14/11/2016 09:46:05,14/11/2016 09:46:27,-00016.00,3791143641140,000022
WH201,5,14/11/2016 09:46:45,14/11/2016 09:47:10,-00009.00,3791152921503,000025
WH201,2,14/11/2016 09:47:17,14/11/2016 09:49:01,-00057.00,3791149851118,000104
WH201,4,14/11/2016 09:48:02,14/11/2016 09:48:34,-00030.00,3791149801414,000032
WH201,8,14/11/2016 09:48:27,14/11/2016 09:49:29,-00009.00,3791143641445,000062
WH201,4,14/11/2016 09:49:28,14/11/2016 09:50:26,-00038.00,3791143611045,000058
WH201,8,14/11/2016 09:49:43,14/11/2016 09:50:11,-00005.00,3791143641445,000028
WH201,2,14/11/2016 09:49:49,14/11/2016 09:50:13,-00020.00,3791152921503,000024
WH201,8,14/11/2016 09:50:21,14/11/2016 09:51:17,-00006.00,3791143641445,000056
WH201,2,14/11/2016 09:50:38,14/11/2016 09:52:09,-00031.00,3791149861709,000091
WH201,1,14/11/2016 09:51:14,14/11/2016 09:51:36,-00026.00,3791152921503,000022
WH201,4,14/11/2016 09:51:21,14/11/2016 09:52:27,-00043.00,3791143631639,000066
WH201,8,14/11/2016 09:51:21,14/11/2016 09:51:45,-00001.00,3791143641445,000024
WH201,5,14/11/2016 09:51:46,14/11/2016 09:51:54,-00003.00,3791149801716,000008
WH201,3,14/11/2016 09:51:51,14/11/2016 09:52:06,-00006.00,3791149801414,000015
WH201,5,14/11/2016 09:52:11,14/11/2016 09:53:38,-00047.00,3791146721438,000087
WH201,2,14/11/2016 09:52:13,14/11/2016 09:54:47,-00078.00,3791149861709,000154
WH201,3,14/11/2016 09:52:24,14/11/2016 09:53:27,-00017.00,3791146741704,000063
WH201,4,14/11/2016 09:52:37,14/11/2016 09:54:46,-00085.00,3791143631045,000129
WH201,6,14/11/2016 09:53:09,14/11/2016 09:54:42,-00027.00,3791152901204,000093
WH201,3,14/11/2016 09:53:34,14/11/2016 09:54:05,-00004.00,3791146741704,000031
WH201,5,14/11/2016 09:54:03,14/11/2016 09:55:54,-00051.00,3791149801520,000111
WH201,6,14/11/2016 09:54:50,14/11/2016 09:55:16,-00003.00,3791152901204,000026
WH201,6,14/11/2016 09:55:27,14/11/2016 09:56:00,-00025.00,3791143621261,000033
WH201,4,14/11/2016 09:55:41,14/11/2016 09:56:17,-00018.00,3791152901204,000036
WH201,5,14/11/2016 09:56:19,14/11/2016 09:56:42,-00009.00,3791152901701,000023
WH201,2,14/11/2016 09:56:37,14/11/2016 09:58:51,-00032.00,3791146741704,000134
WH201,4,14/11/2016 09:56:56,14/11/2016 09:57:15,-00018.00,3791146741623,000019
WH201,3,14/11/2016 09:57:03,14/11/2016 09:57:52,-00020.00,3791143651044,000049
WH201,4,14/11/2016 09:57:23,14/11/2016 09:57:33,-00005.00,3791146741623,000010
WH201,4,14/11/2016 09:57:54,14/11/2016 09:58:25,-00020.00,3791152931001,000031
WH201,3,14/11/2016 09:58:05,14/11/2016 09:58:46,-00032.00,3791146741531,000041
WH201,5,14/11/2016 09:59:17,14/11/2016 09:59:34,-00007.00,3791149861112,000017
WH201,3,14/11/2016 09:59:24,14/11/2016 09:59:48,-00014.00,3791152931001,000024
WH201,4,14/11/2016 09:59:33,14/11/2016 10:00:24,-00019.00,3791143651044,000051
WH201,5,14/11/2016 09:59:46,14/11/2016 10:00:53,-00034.00,3791149811010,000067
WH201,8,14/11/2016 09:59:55,14/11/2016 10:00:09,-00004.00,3791149861014,000014
WH201,6,14/11/2016 09:59:59,14/11/2016 10:03:01,-00051.00,3791149861112,000182
WH201,8,14/11/2016 10:00:52,14/11/2016 10:01:31,-00033.00,3791143631048,000039
WH201,5,14/11/2016 10:01:08,14/11/2016 10:01:28,-00007.00,3791149811010,000020
WH201,5,14/11/2016 10:01:36,14/11/2016 10:02:39,-00027.00,3791143611039,000063
WH201,3,14/11/2016 10:01:47,14/11/2016 10:02:00,-00009.00,3791149861010,000013
WH201,7,14/11/2016 10:01:59,14/11/2016 10:02:12,-00010.00,3791146741129,000013
WH201,4,14/11/2016 10:02:03,14/11/2016 10:02:21,-00016.00,3791149811010,000018
WH201,7,14/11/2016 10:02:27,14/11/2016 10:03:51,-00014.00,3791143641445,000084
WH201,3,14/11/2016 10:02:53,14/11/2016 10:04:33,-00048.00,3791149861010,000100
WH201,5,14/11/2016 10:02:54,14/11/2016 10:03:10,-00009.00,3791146721137,000016
WH201,8,14/11/2016 10:02:55,14/11/2016 10:03:17,-00003.00,3791152951005,000022
WH201,4,14/11/2016 10:02:59,14/11/2016 10:03:43,-00032.00,3791146741623,000044
WH201,2,14/11/2016 10:03:21,14/11/2016 10:04:21,-00040.00,3791143601361,000060
WH201,5,14/11/2016 10:03:27,14/11/2016 10:06:02,-00100.00,3791146761330,000155
WH201,2,14/11/2016 10:04:22,14/11/2016 10:04:40,-00015.00,3791143601361,000018
WH201,1,14/11/2016 10:04:59,14/11/2016 10:07:15,-00045.00,3791143641646,000136
WH201,2,14/11/2016 10:05:13,14/11/2016 10:05:33,-00011.00,3791143601361,000020
WH201,7,14/11/2016 10:05:41,14/11/2016 10:05:57,-00012.00,3791146701026,000016
WH201,2,14/11/2016 10:05:44,14/11/2016 10:05:53,-00006.00,3791143601361,000009
WH201,3,14/11/2016 10:05:50,14/11/2016 10:06:26,-00024.00,3791143601639,000036
WH201,7,14/11/2016 10:05:58,14/11/2016 10:06:06,-00008.00,3791146701026,000008
WH201,6,14/11/2016 10:06:19,14/11/2016 10:06:45,-00015.00,3791146701026,000026
WH201,4,14/11/2016 10:06:24,14/11/2016 10:06:44,-00019.00,3791152961005,000020
WH201,3,14/11/2016 10:06:36,14/11/2016 10:08:40,-00038.00,3791152951006,000124
WH201,4,14/11/2016 10:07:04,14/11/2016 10:07:19,-00005.00,3791143641140,000015
WH201,5,14/11/2016 10:07:07,14/11/2016 10:07:47,-00026.00,3791146701026,000040
WH201,7,14/11/2016 10:07:20,14/11/2016 10:08:22,-00028.00,3791143601749,000062
WH201,2,14/11/2016 10:07:24,14/11/2016 10:11:11,-00051.00,3791149861112,000227
WH201,6,14/11/2016 10:08:25,14/11/2016 10:09:47,-00040.00,3791149861609,000082
WH201,7,14/11/2016 10:08:42,14/11/2016 10:08:55,-00016.00,3791143641140,000013
WH201,4,14/11/2016 10:09:16,14/11/2016 10:10:02,-00021.00,3791143651047,000046
WH201,3,14/11/2016 10:09:44,14/11/2016 10:09:58,-00016.00,3791152901102,000014
WH201,5,14/11/2016 10:09:57,14/11/2016 10:10:07,-00004.00,3791152941403,000010
WH201,6,14/11/2016 10:09:59,14/11/2016 10:10:50,-00029.00,3791149861609,000051
WH201,5,14/11/2016 10:10:16,14/11/2016 10:10:28,-00002.00,3791152941403,000012
WH201,3,14/11/2016 10:10:31,14/11/2016 10:10:42,-00003.00,3791149841110,000011
WH201,7,14/11/2016 10:10:44,14/11/2016 10:11:11,-00044.00,3791143641447,000027
WH201,5,14/11/2016 10:11:02,14/11/2016 10:11:45,-00026.00,3791143601749,000043
WH201,3,14/11/2016 10:11:14,14/11/2016 10:11:54,-00031.00,3791149861710,000040
WH201,2,14/11/2016 10:11:25,14/11/2016 10:12:00,-00020.00,3791149801308,000035
WH201,5,14/11/2016 10:12:03,14/11/2016 10:12:24,-00010.00,3791143611039,000021
WH201,4,14/11/2016 10:12:05,14/11/2016 10:12:43,-00025.00,3791149831716,000038
WH201,2,14/11/2016 10:12:11,14/11/2016 10:12:26,-00008.00,3791149801308,000015
WH201,3,14/11/2016 10:12:50,14/11/2016 10:13:07,-00010.00,3791143601750,000017
WH201,6,14/11/2016 10:12:55,14/11/2016 10:13:20,-00008.00,3791143651047,000025
WH201,2,14/11/2016 10:13:18,14/11/2016 10:14:06,-00058.00,3791149831716,000048
WH201,4,14/11/2016 10:14:08,14/11/2016 10:14:46,-00034.00,3791146761329,000038
WH201,2,14/11/2016 10:15:00,14/11/2016 10:15:18,-00015.00,3791149831716,000018
WH201,6,14/11/2016 10:15:16,14/11/2016 10:16:04,-00009.00,3791152941403,000048
WH201,6,14/11/2016 10:16:08,14/11/2016 10:18:42,-00050.00,3791152941403,000154
WH201,3,14/11/2016 10:17:24,14/11/2016 10:18:25,-00037.00,3791146741531,000061
WH201,7,14/11/2016 10:17:38,14/11/2016 10:18:26,-00046.00,3791143631048,000048
WH201,3,14/11/2016 10:18:42,14/11/2016 10:20:06,-00053.00,3791143611039,000084
WH201,5,14/11/2016 10:19:02,14/11/2016 10:19:16,-00003.00,3791149861015,000014
WH201,6,14/11/2016 10:19:11,14/11/2016 10:19:34,-00024.00,3791143631048,000023
WH201,4,14/11/2016 10:19:26,14/11/2016 10:20:09,-00027.00,3791146741531,000043
WH201,6,14/11/2016 10:19:41,14/11/2016 10:19:49,-00001.00,3791146741130,000008
WH201,3,14/11/2016 10:22:30,14/11/2016 10:23:24,-00027.00,3791149861015,000054
WH201,6,14/11/2016 10:23:24,14/11/2016 10:24:19,-00022.00,3791152901401,000055
WH201,3,14/11/2016 10:23:51,14/11/2016 10:27:26,-00086.00,3791146701333,000215
WH201,6,14/11/2016 10:24:23,14/11/2016 10:24:54,-00010.00,3791152901401,000031
WH201,2,14/11/2016 10:25:42,14/11/2016 10:27:13,-00047.00,3791149801716,000091
WH201,4,14/11/2016 10:25:55,14/11/2016 10:27:03,-00054.00,3791143621041,000068
WH201,7,14/11/2016 10:25:56,14/11/2016 10:28:00,-00068.00,3791149801307,000124
WH201,6,14/11/2016 10:26:04,14/11/2016 10:28:05,-00046.00,3791149851121,000121
WH201,4,14/11/2016 10:27:24,14/11/2016 10:28:07,-00032.00,3791143621041,000043
WH201,5,14/11/2016 10:27:55,14/11/2016 10:29:02,-00020.00,3791143631640,000067
WH201,6,14/11/2016 10:28:09,14/11/2016 10:28:10,-00002.00,3791149851121,000001
WH201,7,14/11/2016 10:28:12,14/11/2016 10:28:39,-00030.00,3791149811011,000027
WH201,6,14/11/2016 10:28:14,14/11/2016 10:30:06,-00096.00,3791146741035,000112
WH201,3,14/11/2016 10:28:14,14/11/2016 10:29:14,-00037.00,3791146721137,000060
WH201,4,14/11/2016 10:29:01,14/11/2016 10:29:09,-00005.00,3791146701333,000008
WH201,3,14/11/2016 10:29:16,14/11/2016 10:29:43,-00018.00,3791146721137,000027
WH201,3,14/11/2016 10:30:37,14/11/2016 10:30:49,-00003.00,3791152951006,000012
WH201,2,14/11/2016 10:31:01,14/11/2016 10:34:35,-00130.00,3791143601750,000214
